2003.23,A, Type,Stand (face),2002-2003,24 in.,30 in.,two-channel video installation,purchased with funds from an anonymous donor and Andrea Feldman (PA 1983),G: Photography
2007.36,A, Type,Cheer (Slam),2006,18 1/2 in.,29 1/2 in.,chromogenic print,gift of the artists,G: Photography
2007.37,A, Type,Cheer,2006,single-channel video,gift of the artists,G: Photography
1948.11,Abate, Peter,Wandering,c. 1947,1 3/4 in.,5 1/8 in.,bronze,museum purchase,B: Sculpture
1979.50.12,Abbott, Berenice,New Jersey Railroad Yards,New York II,1979,13 3/8 in.,19 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1979.50.1-12,Abbott, Berenice,New York  II ,New York II,1979,19 1/8 in.,15 1/2 in.,twelve gelatin silver prints,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.1,Abbott, Berenice,Tri-boro Barber School, Bowery,New York III,1979,18 13/16 in.,14 15/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.2,Abbott, Berenice,Greyhound Bus Terminal,New York III,1979,15 1/2 in.,19 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.3,Abbott, Berenice,Snuff Shop,New York III,1979,19 5/8 in.,15 9/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.4,Abbott, Berenice,Treasury Building from J.P. Morgan's Office,New York III,1979,19 1/2 in.,15 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.5,Abbott, Berenice,Columbus Circle,New York III,1979,15 9/16 in.,19 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.6,Abbott, Berenice,Gunsmith and Police Department,New York III,1937,15 9/16 in.,19 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.7,Abbott, Berenice,South Street with Brooklyn Bridge,New York III,1937,15 5/16 in.,19 5/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.8,Abbott, Berenice,Rothman's Pawn Shop,New York III,1979,19 1/4 in.,15 3/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.9,Abbott, Berenice,Department of Docks,New York III,1979,15 7/8 in.,19 7/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.10,Abbott, Berenice,Sumner Healey Antique Shop,New York III,1979,19 5/16 in.,15 7/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.11,Abbott, Berenice,Gasoline Station,New York III,1936,19 3/8 in.,15 7/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.12,Abbott, Berenice,Cheese Store,New York III,1979,19 3/16 in.,15 3/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.19.1-12,Abbott, Berenice,New York  III,New York III,1979,twelve gelatin silver prints,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.1,Abbott, Berenice,Travelling Tin Shop,New York IV,1979,15 1/2 in.,19 7/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.2,Abbott, Berenice,Church of God,New York IV,1979,15 3/8 in.,19 1/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.3,Abbott, Berenice,Court of the First Model Tenement,New York IV,1979,18 15/16 in.,15 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.4,Abbott, Berenice,Henry Street,New York IV,1979,15 9/16 in.,19 7/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.5,Abbott, Berenice,Lebanon Restaurant,New York IV,1979,19 3/16 in.,15 1/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.6,Abbott, Berenice,August Pingpank Barber Shop,New York IV,1979,19 3/8 in.,15 5/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.7,Abbott, Berenice,Rope Store Interior,New York IV,1979,15 3/16 in.,19 5/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.8,Abbott, Berenice,Chicken Market,New York IV,1937,19 in.,15 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.9,Abbott, Berenice,EL 2nd and 3rd Avenue Lines,New York IV,1979,19 1/4 in.,15 5/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.10,Abbott, Berenice,Canyon, Broadway at Exchange Place,New York IV,1979,18 11/16 in.,15 1/16 in.,gelatin silver print mounted on board,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.11,Abbott, Berenice,Blossom Restaurant,New York IV,1935,18 3/16 in.,23 1/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.12,Abbott, Berenice,Allen Street,New York IV,1979,19 1/4 in.,15 3/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.20.1-12,Abbott, Berenice,New York IV,New York IV,1979,15 7/16 in.,19 3/8 in.,twelve gelatin silver prints,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.29.1,Abbott, Berenice,Flat Iron Building,New York I,1938,13 1/2 in.,10 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.29.7,Abbott, Berenice,Yuban Warehouse Lower Manhattan,New York I,1979,10 5/8 in.,13 9/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.29.11,Abbott, Berenice,Newsstand,New York I,1979,10 11/16 in.,13 3/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.29.12,Abbott, Berenice,Lyric Theatre,New York I,1979,10 5/8 in.,13 5/8 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1980.29.1-12,Abbott, Berenice,New York I,New York I,1979,twelve gelatin silver prints,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1982.23.1,Abbott, Berenice,James Joyce,Faces of the 20's,1981,13 7/16 in.,10 3/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.2,Abbott, Berenice,Princess Eugene Murat,Faces of the 20's,1981,13 9/16 in.,10 1/4 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.3,Abbott, Berenice,Buddy Gilmore,Faces of the 20's,1981,13 3/8 in.,10 1/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.4,Abbott, Berenice,Jean Cocteau's Hands,Faces of the 20's, 1981,1981,10 in.,13 1/2 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.5,Abbott, Berenice,Eugene Atget,Faces of the 20's,1981,13 7/16 in.,10 1/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.6,Abbott, Berenice,Edna St. Vincent-Millay,Faces of the 20's,1981,13 3/8 in.,10 3/8 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1982.23.7,Abbott, Berenice,Andre Gide,Faces of the 20's,1981,13 1/2 in.,10 3/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.8,Abbott, Berenice,Janet Flanner,Faces of the 20's,1981,13 1/2 in.,10 1/2 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.9,Abbott, Berenice,Mrs. Raymond Massey,Faces of the 20's,1981,13 7/16 in.,10 7/16 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.10,Abbott, Berenice,Solita Salano,Faces of the 20's,1981,13 1/2 in.,10 3/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.11,Abbott, Berenice,Princess Marthe Bibesco,Faces of the 20's,1981,13 in.,10 3/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.12,Abbott, Berenice,Jean Cocteau,Faces of the 20's,1981,13 7/16 in.,10 1/16 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.13,Abbott, Berenice,Janet Flanner,Faces of the 20's,1981,13 1/2 in.,10 3/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.14,Abbott, Berenice,Edna St. Vincent-Millay,Faces of the 20's,1981,13 1/2 in.,10 3/8 in.,gelatin silver print,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.23.1-14,Abbott, Berenice,Faces of the 20's,Faces of the 20's,1981,13 3/8 in.,10 3/8 in.,fourteen gelatin silver prints,gift of Linda Feldman in memory of Beth Lisa Feldman,G: Photography
1982.160.1,Abbott, Berenice,Cycloid,The Science Pictures,1981,4 3/8 in.,19 3/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.2,Abbott, Berenice,Magnetic Field,The Science Pictures,c. 1957-1958,19 1/2 in.,15 1/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.3,Abbott, Berenice,Swinging Ball,The Science Pictures,1982,15 13/16 in.,19 1/16 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.4,Abbott, Berenice,Multiple Flash Photograph,The Science Pictures,c. 1958-1960,18 5/8 in.,15 1/2 in.,gelatin silver print,purchased as the gift of Vito S. Portera
,G: Photography
1982.160.5,Abbott, Berenice,Spinning Wrench,The Science Pictures,1982,4 11/16 in.,19 7/16 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.6,Abbott, Berenice,Pendulum Swing,The Science Pictures,1982,12 15/16 in.,19 1/4 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.7,Abbott, Berenice,Soap Bubbles,The Science Pictures,1982,15 1/4 in.,19 3/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.8,Abbott, Berenice,Path of Moving Ball,The Science Pictures,1982,9 1/16 in.,19 3/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.9,Abbott, Berenice,Water Pattern,The Science Pictures,1981,15 5/16 in.,19 3/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.10,Abbott, Berenice,Beams of Light Through Glass                                   ,The Science Pictures,1982,15 3/8 in.,19 3/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.11,Abbott, Berenice,Collison of Two Balls,The Science Pictures,c. 1958-1960,18 3/4 in.,15 3/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.12,Abbott, Berenice,Magnetic Field,The Science Pictures,1982,17 9/16 in.,23 1/8 in.,gelatin silver print,purchased as the gift of Vito S. Portera,G: Photography
1982.160.1-12,Abbott, Berenice,The Science Pictures,The Science Pictures,1982,twelve gelatin silver prints,purchased as the gift of Vito S. Portera,G: Photography
1983.10.1,Abbott, Berenice,EL 2nd and 3rd Avenue Lines,Retrospective,1982,23 1/8 in.,18 3/8 in.,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.2,Abbott, Berenice,Rockefeller Center,Retrospective,1982,24 in.,20 in.,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.3,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.4,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.5,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.6,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.7,Abbott, Berenice,Newstand,Retrospective,1982,18 1/8 in.,22 15/16 in.,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.8,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.9,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.10,Abbott, Berenice,Manhattan Bridge,Retrospective,1936,20 in.,24 in.,gelatin silver print,purchased as the gift of Sam Petok,G: Photography
1983.10.1-10,Abbott, Berenice,Retrospective,Retrospective,1982,gelatin silver print,pruchased as the gift of Sam Petok,G: Photography
1984.154,Abbott, Berenice,Maine Harbor,1950s,6 3/8 in.,9 1/4 in.,vintage gelatin silver print,gift of Harry Shapiro,G: Photography
1984.155,Abbott, Berenice,Maine Coast,1950s,9 1/16 in.,10 9/16 in.,vintage gelatin silver print,gift of Harry Shapiro,G: Photography
1984.181,Abbott, Berenice,Robert Wiener,January 1960,7 1/2 in.,9 1/2 in.,gelatin silver print,gift of Paul Stephens,G: Photography
1984.182,Abbott, Berenice,Collison of Two Balls-Unequal mass,1961,9 3/8 in.,7 1/2 in.,gelatin silver print,gift of Paul Stephens,G: Photography
1984.183,Abbott, Berenice,Garage Man Filling Up Storage Battery,n.d.,8 3/8 in.,7 5/16 in.,gelatin silver print,gift of Paul Stephens,G: Photography
1987.14,Abbott, Berenice,Norris Dam,1935,20 in.,24 in.,gelatin silver print mounted on board,gift of Robert Schussel,G: Photography
1993.35,Abbott, Berenice,Edward Hopper,1947,9 5/8 in.,7 5/8 in.,gelatin silver print,purchased as the gift of Katherine D. and Stephen C. Sherrill (PA 1971, and P 2005, 2007, 2010),G: Photography
1993.61.1,Abbott, Berenice,Travelling Tin Shop,New York IV,1979,15 7/16 in.,19 3/8 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.2,Abbott, Berenice,Church of God,New York IV,1979,15 5/16 in.,19 1/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.3,Abbott, Berenice,Court of the First Model Tenement,New York IV,1979,19 in.,15 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.4,Abbott, Berenice,Henry Street,New York IV,1979,15 1/2 in.,19 1/2 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.5,Abbott, Berenice,Lebanon Restaurant,New York IV,1979,19 5/16 in.,15 1/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.6,Abbott, Berenice,August Pingpank Barber Shop,New York IV,1979,19 3/8 in.,15 1/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.7,Abbott, Berenice,Rope Store Interior,New York IV,1979,15 3/16 in.,19 1/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.8,Abbott, Berenice,Chicken Market,New York IV,1937,18 7/8 in.,14 15/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.9,Abbott, Berenice,EL, Second and Third Avenue Lines,New York IV,1979,19 1/8 in.,15 1/4 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.10,Abbott, Berenice,Canyon, Broadway at Exchange Place,New York IV,1979,18 7/8 in.,15 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.11,Abbott, Berenice,Blossom Restaurant,New York IV,1979,18 1/4 in.,23 3/8 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.12,Abbott, Berenice,Allen Street,New York IV,1979,19 1/4 in.,15 3/16 in.,gelatin silver print,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1993.61.1-12,Abbott, Berenice,New York IV,New York IV,1979,gelatin silver prints,gift of Robert Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1953.34.7,Abbott, C. Yarnall,II. Sentinels. ,Camera Work Number XXV, MDCCCCIX,c. 1909,4 15/16 in.,6 1/8 in.,photogravure on tissue,gift of Georgia O'Keeffe and Elizabeth Davidson,G: Photography
1989.65.7,Abbott, C. Yarnall,I. A Coryphee ,Camera Work Number X, MDCCCCV,c. 1905,6 7/8 in.,3 7/8 in.,colour half-tone,museum purchase,G: Photography
1989.65.8,Abbott, C. Yarnall,II. Illustration for Madame Butterfly. (Courtesy The Century Company),Camera Work Number X, MDCCCCV,c. 1905,8 in.,5 9/16 in.,halftone?,museum purchase,G: Photography
1984.162,Acconci, Vito,Why Don't You Come Up and See Mine Sometime? or Sex  for Sale,1977,29 5/16 in.,41 1/2 in.,screenprint on wove paper,gift of Betty and Sidney Feldman,F: Prints
1984.163,Acconci, Vito,Bite the Bullet: Slow Guns for Quick Sale...(to be etched in your American mind),1977,29 1/2 in.,41 11/16 in.,screenprint on wove paper,gift of Betty and Sidney Feldman,F: Prints
1984.164,Acconci, Vito,The Selling of Five Americans and a Place for Our World Citizen,1977,29 5/8 in.,41 7/8 in.,screenprint on wove paper,gift of Betty and Sidney Feldman,F: Prints
1991.14,Acconci, Vito,Jumps,1969,29 13/16 in.,39 7/8 in.,gelatin silver prints and chalk on board,gift of Peter Halley (PA 1971), Addison Art Drive,G: Photography
1977.175.1,Adams, Ansel,White Branches, Mono Lake, California,Portfolio VII,1950,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.2,Adams, Ansel,Arches, North Court, Mission San Xavier del Bac, Tucson, AZ,Portfolio VII,1968,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.3,Adams, Ansel,Boards and Thistles, San Francisco, CA,Portfolio VII,1932,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.4,Adams, Ansel,Tree, Stump and Mist,Northern Cascades. WA,Portfolio VII,1958,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.5,Adams, Ansel,Gerry Sharpe, Ouray, CO,Portfolio VII,1958,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.6,Adams, Ansel,Aspens, Northern New Mexico,Portfolio VII,1958,18 in.,22 3/4 in.,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.7,Adams, Ansel,Interior of Tumacori Mission, Arizona,Portfolio VII,c.1952,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.8,Adams, Ansel,Cemetery Statue and Oil Derricks, Long Beach, California,Portfolio VII,1939,15 1/8 in.,18 1/4 in.,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.9,Adams, Ansel,Half Dome, Blowing Snow, Yosemite, Nat'l Park, CA,Portfolio VII,c. 1955,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.10,Adams, Ansel,El Capitan, Sunrise, Winter, Yosemite National Park, CA,Portfolio VII,1968,19 1/4 in.,15 3/8 in.,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.11,Adams, Ansel,Sunrise, Mount Tom, Sierra Nevada, California,Portfolio VII,c. 1948,15 5/8 in.,19 5/16 in.,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.12,Adams, Ansel,Dogwood and Cedar Tree, Yosemite Nat'l Park, CA,Portfolio VII,1976,gelatin silver print,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1977.175.1-12,Adams, Ansel,Portfolio VII,Portfolio VII,1976,twelve gelatin silver prints,gift of Robert A. Feldman (PA 1954) in memory of Beth Lisa Feldman,G: Photography
1987.574.1,Adams, Ansel,Mount McKinley, Alaska,Portfolio One: Twelve Photographic Prints,1948,7 3/8 in.,9 1/4 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in Seleni,museum purchase,G: Photography
1987.574.2,Adams, Ansel,Saguaro Cactus Sunrise, Arizona,Portfolio One: Twelve Photographic Prints,1946,9 1/2 in.,7 1/2 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.3,Adams, Ansel,Rapids Below Vernal Fall, Yosemite Valley,Portfolio One: Twelve Photographic Prints,1948,7 7/16 in.,9 1/2 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.4,Adams, Ansel,Mormon Temple, Manti, Utah  ,Portfolio One: Twelve Photographic Prints,1948,9 1/2 in.,7 1/2 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.5,Adams, Ansel,Vine and Rock, Island of Hawaii, T.H.,Portfolio One: Twelve Photographic Prints,1948,6 9/16 in.,5 1/8 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.6,Adams, Ansel,Refugio Beach, California,Portfolio One: Twelve Photographic Prints,1946,7 1/4 in.,9 1/2 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.7,Adams, Ansel,The White Church, Hornitos, California,Portfolio One: Twelve Photographic Prints,1946,9 3/8 in.,7 1/2 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.8,Adams, Ansel,Roots, Foster Gardens, Honolulu, T.H.,Portfolio One: Twelve Photographic Prints,1948,7 3/4 in.,6 1/4 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.9,Adams, Ansel,Oak Tree, Snow Storm, Yosemite,Portfolio One: Twelve Photographic Prints,1948,9 3/8 in.,7 3/8 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.10,Adams, Ansel,Trailside Near Juneau, Alaska,Portfolio One: Twelve Photographic Prints,1948,6 1/2 in.,4 3/4 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.11,Adams, Ansel,Alfred Stieglitz, An American Place, New York,Portfolio One: Twelve Photographic Prints,1938,7 1/4 in.,5 1/8 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in Seleni,museum purchase,G: Photography
1987.574.12,Adams, Ansel,Clouds Above Golden Canyon, Death Valley, California,Portfolio One: Twelve Photographic Prints,1946,9 1/2 in.,7 1/8 in.,gelatin silver print on bromo-chloride projection paper, lightly toned in seleni,museum purchase,G: Photography
1987.574.1-12,Adams, Ansel,Portfolio One: Twelve Photographic Prints,Portfolio One: Twelve Photographic Prints,1948,6 1/2 in.,5 1/16 in.,Twelve photographic prints on bromo-chloride projection paper, lightly toned in ,museum purchase,G: Photography
1992.122.1,Adams, Ansel,Sand Dunes, Sunrise, Death Valley National Monument,c. 1948,gelatin silver print,gift of Hart Leavitt,G: Photography
1992.122.2,Adams, Ansel,Skiing in the Sierras,1930,13 3/8 in.,9 7/8 in.,gelatin silver print,gift of Hart Leavitt,G: Photography
2006.25,Adams, Ansel,Valley View from Tunnel,c. 1930s-1940s,6 1/4 in.,8 9/16 in.,gelatin silver print,gift of Eric Myrvaagnes (PA 1957) in memory of Kaspar O. Myrvaagnes,G: Photography
