two-channel video installation
gelatin silver print
gelatin silver print
gelatin silver print
platinum palladium
gelatin silver print
platinum palladium
platinum, palladium
platinum palladium
platinum palladium
platinum palladium
platinum-palladium
platinum palladium
watercolor, gouache, pencil on wove paper
drawing
bronze
oil on canvas
lithograph on wove paper
wood engraving on wove paper
lithograph on wove paper
lithograph on wove paper
wood engraving on wove paper
graphite on heavy weight wove paper
lithograph on wove paper
lithograph on wove paper
graphite on paper
lithotransfer on wove paper
screenprint on wove paper
newspaper and mirror
rayograph, gelatin silver print
gelatin silver print
oil and sand on canvas
gelatin silver print
watercolor
photogravure mounted on laid paper
gelatin silver print on double weightpaper
gelatin silver print
gelatin silver print
incorporated color coupler print on single weightpaper
gelatin silver print
mixed media with lights and motors
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
gelatin silver print
gelatin silver print
gelatin silver print
oil on canvas
two albumen prints mounted on studio card
two albumen prints mounted on studio card-hand tinted
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
albumen print
chromogenic print [digital]
oil on canvas
gelatin silver print
gelatin silver print
acrylic on canvas
screenprint on heavy weight wove paper
bronze and wood base
watercolor on wove paper
thirteen bronze or steel rods with metal, glass, plastic, and found objects
brayer drawing
four sheets of cardboard with photographs, cut and scored so that each may be assembled into a cube, and artist's statement in an envelope
four sheets of cardboard with photographs, cut and scored so that each may be assembled into a cube, and artist's statement in an envelope
charcoal on paper
photostat of cartoon
photostat of cartoon
photo (of drawing)
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of cartoon
photostat of drawing
selenium toned fiber prints (six panels)
selenium toned fiber prints (six panels)
selenium toned fiber prints on (5 panels)
selenium toned fiber prints (five panels)
etching on paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
thirteen gelatin silver prints
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver prints (triptych)
gelatin silver print
gelatin silver print
oil on canvas
chromogenic print
charcoal on wove paper mounted on cardbd
color derivation on double weightpaper
color photo
color photo
dye transfer (type C) print mounted on board
lithograph
gelatin silver print
bound volume of seventy-one pages, including ten mounted albumen prints
bound volume of seventy-one pages, including ten mounted albumen prints
watercolor, graphite on wove paper
oil on canvas
oil on canvas
wood
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen print mounted on wove paper
albumen print mounted on wove paper
oil on canvas
graphite and white chalk on paper
pencil on paper
graphite on paper
cardboard bound in leather
pen and ink
pen and ink, pencil
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil, pen and ink
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil
pencil
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on waxed paper
pencil on waxed paper
pencil on waxed paper
pencil on waxed paper
pencil on tissue paper
pencil on tissue paper
pencil on tissue paper
graphite and tissue on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pen and ink, pencil
pencil on wove paper
pencil on wove paper
pencil, pen and ink
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil, pen and ink
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil, pen and ink
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pen and ink
pen and ink
pencil, pen and ink
pencil, pen and ink
pen and ink, pencil
pencil, pen and ink
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
watercolor and pencil
pencil on wove paper
pencil on wove paper
pen and ink, pencil
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper
pencil on wove paper on board
bound album
oil on canvas
lithograph on paper
medal
color photograph
color photo
fifteen photographs, one folded, in an envelope
photostat
photostat
fifteen photographs, one folded, in an envelope
incorporated color coupler print on ghtpaper
colored pencil on rice paper
color lithograph on silkscreen on wove paper
color lithograph on silkscreen on wove paper
oil on canvas
screenprint on wove paper
gelatin silver print
ink, watercolor on wove paper
monotype ink
tempera on hand made paper
etching on wove paper
gelatin silver print on paper
gelatin silver print on paper
gelatin silver print
gelatin silver print on double weightpaper
gelatin silver print on paper
toned gelatin silver print
toned gelatin silverprint
lithograph on wove paper
pencil, chalk on tan wove paper
drawing
lithograph on wove paper
lithograph on wove paper
lithograph on wove paper
soft ground etching on wove paper
aquatint on wove paper
etching, aquatint on wove paper
lithograph on wove paper
drypoint and aquatint on wove paper
etching on laid paper
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
photogravure on tissue
mezzotint photogravure on paper
mezzotint photogravure on paper
mezzotint photogravure on paper
mezzotint photogravure on paper
duplex halftone on paper
duplex halftone on paper
duplex half tone on paper
duplex halftone on paper
oil on canvas
oil on canvas
ink on paper with graphite underdrawing
ink on paper
ink on paper
ink on paper
ink on paper with graphite underdrawing
ink on paper
etching
drypoint
gelatin silver print on double weightpaper
ink and charcoal on wove paper
drypoint on wove paper
drypoint on wove paper
ink, gouache on wove paper
oil on canvas
graphite on tan laid paper
graphite on tissue paper
graphite on paper
graphite on wove paper
black paper on linen and cardboard
graphite and charcoal on wove paper
graphite, charcoal, and ink on wove paper
graphite and charcoal on wove paper
graphite and charcoal on wove paper
black chalk on rice paper
charcoal and crayon on wove tissue paper
charcoal and graphite on wove tissue paper
charcoal and graphite on wove paper
charcoal, crayon, and graphite on rice paper
charcoal and graphite on blue wove paper
bound album of ten pages; graphite and charcoal on wove paper
graphite on wove paper
graphite and ink on laid and wove papers
charcoal, graphite, pen, and ink on wove paper
graphite on wove paper
charcoal and graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite and pastel on putty wove paper
charcoal and graphite on wove paper
graphite on cardboard
graphite on wove paper
charcoal and graphite on wove paper
graphite on buff graph paper
charcoal, graphite, and colored pencil on gray wove paper
graphite on wove paper mounted on cardboard
ink wash and graphite on tissue paper
bound album of twenty pages; graphite on wove paper
paper on cardboard
paper and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on smooth buff paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
brown crayon and graphite on paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
black chalk on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
brown crayon on paper
graphite on wove paper
graphite on wove paper
brown crayon on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on smooth buff paper
graphite on wove paper
charcoal and graphite on wove paper
charcoal and graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
graphite on wove paper
charcoal and graphite on wove paper
graphite on wove paper
graphite on wove paper
bound volume of one hundred twenty-three pages; graphite on wove paper
sanguine on tan wove paper
watercolor and opaque watercolor on paper
watercolor on paper
oil on canvas
sepia wash on paper
mezzotint, aquatint, woodcut, carborundum, and collage on paper
etching, aquatint, lithograph, and collage on paper
hand-colored mezzotint, carborundum, woodcut, etching, aquatint, and collage on
lithograph, woodcut, and collage on paper
etching, aquatint, lithograph, woodcut, engraving, drypoint, and collage on pape
etching, aquatint, and engraving on paper
etching, aquatint, lithograph, woodcut, engraving, drypoint, and collage on pape
etching, aquatint, lithograph, woodcut, engraving, drypoint, and collage on pape
etching, aquatint, and engraving on paper
hand-colored etching, aquatint, woodcut, drypoint, and collage on paper
etching, aquatint, and engraving on paper
colored woodcut on laid paper
colored woodcut on wove paper
colored woodcut on Mulberry paper (Osho)
colored woodcut on wove paper
bronze
graphite on wove paper
graphite on wove paper
bronze
watercolor on paper
bronze
crayon on tissue paper
crayon on tissue paper
oil, acrylic, pressed on letters on canvas
watercolor and graphite on wove paper
charcoal, ink wash on wove paper
etching on wove paper
screenprint, collage on wove paper
screenprint
oil on canvas
oil on canvas
wood engraving on wove paper
copper engraving on paper
copper engraving
copper engraving on paper
copper engraving on paper
drypoint and engraving on paper
drypoint with engraving on paper
copper engraving on paper
copper engraving on paper
copper engraving on paper
drypoint on paper
drypoint and engraving on paper
wood engraving on paper
oil on paper
oil on paper mounted on board
screenprint on wove paper
screenprint on wove paper
digital inkjet print
oil on canvas mounted on masonite
gelatin silver print
gelatin silver print
serigraph
serigraph
wood relief
color lithograph
color lithograph
color lithograph relief
color lithograph
woodcut
vintage electrocarbon transmission print
bronze
bronze
color print
color photo
color print
color print
color print
color print
color print
color print
color print
color print
color print
color print
color print
color print
color print
gelatin silver print mounted on board on paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
oil on fiber board
alabaster
screenprint on wove paper
Type C, color, chromogenic-ektacolor
egg tempera on masonite
bronze
bronze
oil on canvas
etching on laid paper
graphite on paper
graphite on paper
graphite on paper
graphite on paper
etching
etching
pen, ink on wove graph paper
india ink on green-toned paper
ink and acrylic on graph paper
lithograph on paper (two parts)
lithograph on paper (two parts)
woodblock on paper
woodblock on paper
watercolor on paper
lithograph on paper
tin plates, rods, spring, and gears
ship model
ship model
crayon on wove tissue paper
oil on wood
pen, ink on wove paper
lithograph on wove paper
lithograph on wove paper
charcoal on wove paper
charcoal and chalk on paper
oil on canvas
gelatin silver print
chromogenic print
chromogenic print
gelatin silver print
brass and copper
gelatin silver print
wood engraving on wove paper
oil on canvas
chromogenic print
etching on paper
etching on paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
five gelatin silver prints in portfolio box
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
fifteen gelatin silver prints
lithograph
lithograph
pencil, chalk and gouache on med. wt. wove paper
pencil, crayon and gouache on medium weight wove paper
charcoal on paper
graphite on paper
charcoal on paper
graphite on paper
plywood
ink on wove paper
graphite on wove paper
graphite on wove paper
screenprint on wove paper
screenprint
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etchings with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
soft ground, drypoint etching with chine collé on somerset paper
twenty-two soft ground, drypoint etchings with chine collé on somerset paper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print on double weightpaper
gelatin silver print on double weightpaper
gelatin silver print on double weightpaper
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
photograph printed on wood
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gouache, pencil on cardboard
etching on laid paper
photogravure on tissue
screenprint on wove paper
screenprint on wove paper
screenprint on wove paper
screenprint on wove paper
screenprint on wove paper
screenprint on wove paper
screenprint on wove paper
screenprint on wove paper
pen, ink, colored pencil on heavy weight wove paper
pen, ink, colored pencil on heavy weight wove paper
lithograph on wove paper
drypoint and sand ground etching on wove paper
drypoint etching on wove paper
drypoint and sand ground etching on wove paper
drypoint and sandground etching on grey-green wove paper
drypoint etching on wove paper
drypoint etching on wove paper
drypoint and sand ground etching on laid paper
drypoint etching on wove paper
oil, ink, pastel, and charcoal on wove paper
screenprint on wove paper
painted steel
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
hard ground etching on wove paper
bound volume of thirty-six hard ground etchings on wove paper
black and white offset lithograph in an envelope
black pencil
oil on wood, shaped canvas, wood rods
lithograph
ten postcards with color inks mounted on board
fifteen postcards with color inks mounted on board
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
bound volume of forty-five hard ground etchings
hard ground etching (white on black)
hard ground etching (black on white)
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
six aquatints
hard ground etching on paper (black on white)
hard ground etching on paper (white on black)
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
fifteen hard ground etchings on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
hard ground etching on paper
seven black and white hard ground etching on paper
water-base woodblock on paper
water-base woodblock on paper
water based woodcut on Kizuko-Kii paper
color ink wash and India ink
black wall, pencil grid, and white crayon arcs and lines
aquatint on paper
aquatint on paper
aquatint on paper
aquatint on paper
aquatint on paper
aquatint on paper
aquatint on paper
aquatint on paper
eight aquatints on Somerset textured white paper
painted aluminum
ink on gelatin silver print
cut gelatin silver print
oil-base wood block print
oil-base wood block print
oil-base wood block print
oil-base wood block print
four oil-base wood block prints
oil on canvas
opaque watercolor on paper
opaque watercolor on paper
ink on paper
concrete block
ink and pencil on paper
colored pencil
acrylic paint
black pencil
concrete block
gouache on paper
colored pencil
ink and pencil on paper
gouache on paper
gouache on paper
linocut in six colors on Somerset Satin white paper
linocut in six colors on Somerset Satin white paper
linocut in six colors on Somerset Satin white paper
linocut in six colors on Somerset Satin white paper
linocut in six colors on Somerset Satin white paper
linocut in six colors on Somerset Satin white paper
six linocuts on paper
gouache on paper
black pencil
acrylic paint
marker lines and pencil description
black and white offset lithograph with two envelopes
welded and painted steel
screenprint on wove paper
reflective plastic laminates, paper, wood, and paint
screenprint in blue and red on mylar
screenprint and die-cut collage on blue Rowlux
lithograph
lithograph, screenprint, woodcut, metalized plastic film collage, and embossing
lithograph, screenprint, woodcut, metalized plastic film collage, and embossing
woodcut and lithograph on paper
screenprint on heavy smooth white woven paper
oil on canvas
oil on canvas
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
silkscreen, coal dust, oilstick, and glue on paper
lithograph
lithograph
lithograph
lithograph
lithograph
lithograph
lithograph
lithograph
lithograph
lithograph
suite of ten lithographs
platinum print
platinum print
platinum print
platinum print
platinum print
wood engraving on laid paper
wood engraving on laid paper
gelatin silver print
ink wash, graphite on wove paper
pencil, sepia ink wash on tan wove paper
silver, brass, steelwire, brass, and driftwood
gelatin silver print
gelatin silver print
oil on canvas
pen,ink,ink wash on J.Whatman wove paper
cast glass
toned gelatin silver print
gelatin silver print
teak and maple
aquatint and hard ground etching on BFK Rives white paper
aquatint with hard and soft ground etching on BFK Rives white paper
aquatint and hard ground etching on BFK Rives white paper
lithograph on wove paper
lithograph on wove paper
oil on canvas
oil on board (masonite?)
oil on canvas
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
two albumen prints mounted on studio card
color screenprint on smooth cream wove paper
steel, plaster, papier-mache
photograph
photograph
oil on canvas
bronze
incorporated color coupler
incorporated color coupler on paper
silver dye bleach (cibachrome) print
cibachrome print
cibachrome print
cibachrome print
cibachrome print
cibachrome print
cibachrome print
gelatin silver print
gelatin silver print
Gelatin silver print
oil on masonite
book
plastic and rope, ink and thread on paper, and ink on paper
artist's book
four flavors of chewing gum with rubber-stamped food coloring text
watercolors on paper
watercolors on paper
book
artist book
watercolor on paper
oil on canvas
oil and colored glass
acrylic on canvas
oil on canvas
acrylic on canvas
two albumen prints mounted on studio card
two albumen prints mounted on studio card
acrylic, burned paper on wove paper
lithograph on wove paper
lithograph on wove paper
lithograph on Rives paper
lithograph
oil on canvas
oil on canvas
etching on wove paper
oil on board
oil on canvas
gelatin silver print
multimedia, electrical wiring, video television monitor
oil on canvas
oil on canvas
charcoal and graphite on tan wove paper
pen, ink, and graphite on wove paper
pen, ink and graphite on wove paper
watercolor and graphite on cardboard
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
contecrayon
gouache and graphite on wove paper
oil on canvas
oil on canvas
cast aluminum
slate and aluminum on stone base
gelatin silver print
gelatin silver print
gelatin silver print
vintage gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
vintage gelatin silver print
gelatin silver print on paper
gelatin silver print on paper
gelatin silver print
gelatin silver print
gelatin silver print
black and white videotape
color videotape
color and black and white videotape
color videotape
color videotape
color and black and white videotape
color videotape
black and white video
color and black and white videotape
gelatin silver print
gelatin silver print
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
photograph in bound album
forty-eight photographs in bound album
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
thirty-two gelatin silver prints
vintage gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
seventy-six gelatin silver prints
offset lithographs on medium wove paper
offset lithograph on medium wove paper
offset lithograph on wove paper
offset lithograph on wove paper
offset lithograph on wove paper
offset lithograph on wove paper
offset lithograph on wove paper
offset lithograph on wove paper
offset lithograph on paper
gelatin silver print on paper
gelatin silver print on weightpaper
gelatin silver print on ghtpaper
gelatin silver print mounted on board
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
museum purchase
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
twelve gelatin silver prints
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
ten gelatin silver prints
two page colophon with gelatin silver print and original poem
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
gelatin silver print
